"Store ID","Store Name","Ownership Type","Country","City","Region","ZIP Code","Address","Coordinates","Phone Number","Opening Hours"
"1029710","DB City Mall","Joint Venture","India","Bhopal","Madhya Pradesh","462011","MP Nagar, Bhopal","[23.23328,77.42966]","",""
"1029712","Indiqube Bellandur","Joint Venture","India","Bengaluru","Karnataka","560103","Bellandur Village, Varthur Hobli, Bangalore","[12.92436,77.67146]","",""
"1029931","Dollars Colony","Joint Venture","India","Bengaluru","Karnataka","560094","R.M.V. 2nd Stage, Bangalore","[13.02747,77.57581]","",""
"1030096","Marol Andheri East","Joint Venture","India","Mumbai","Maharashtra","400059","Andheri Kurla Road, Andheri East, Mumbai","[19.10800,72.88234]","",""
"1030601","Malviya Nagar - Jaipur","Joint Venture","India","Jaipur","Rajasthan","302017","Service Road, Jaipur","[26.85570,75.80587]","",""
"1030600","C Scheme Jaipur","Joint Venture","India","Jaipur","Rajasthan","302001","5A Sardar Patel Marg, Jaipur","[26.91101,75.79526]","",""
"1044942","Vijaya Mall","Joint Venture","India","Chennai","Tamil Nadu","600026","Arcot Road, Chennai","[13.05037,80.20952]","",""
"1031214","Law college Road","Joint Venture","India","Pune","Maharashtra","411038","Law College Road, Pune","[18.51446,73.82878]","",""
"1031219","Panchpakhadi Thane","Joint Venture","India","Thane","Maharashtra","400602","Lal Bahadur Shastri Marg, Thane","[19.18986,72.96537]","",""
"1031247","Bhartiya City Centre","Joint Venture","India","Bengaluru","Karnataka","560064","Thanisandra Main Rd, Kannuru, Bangalore","[13.08321,77.64345]","",""
"1045211","Downtown, Meerut","Joint Venture","India","Meerut","Uttar Pradesh","250001","Divider Road, Meerut","[29.00774,77.74615]","",""
"1031905","Lulu Mall Trivandrum","Joint Venture","India","Thiruvananthapuram","Kerala","695011","Service Road, Thiruvananthapuram","[8.51529,76.89806]","",""
"1031924","Status Building","Joint Venture","India","Nashik","Maharashtra","422002","Dr Babasaheb Ambedkar Marg, Nashik","[19.99137,73.76064]","",""
"1031958","DB Road Miramar","Joint Venture","India","Panaji","Goa","403001","DB Marg, Miramar, Panaji","[15.48746,73.81311]","",""
"1032385","Panchgaon","Joint Venture","India","Gurugram","Haryana","122413","NH 8, Delhi Jaipur Highway, Manesar Sub-District","[28.32244,76.90056]","",""
"1032391","Carter Road","Joint Venture","India","Mumbai","Maharashtra","400052","Union Park Road, Mumbai","[19.07057,72.82270]","",""
"1032374","Lulu Mall Lucknow","Joint Venture","India","Hariharpur","Uttar Pradesh","226030","Golf City, Lucknow","[26.78404,80.99116]","",""
"1032962","Jalandhar Delhi Highway","Joint Venture","India","Khajurla","Punjab","144411","Phagwara, NH 1, Jalandhar","[31.27396,75.68454]","+91 88004 33681",""
"1032973","Golden Temple Complex","Joint Venture","India","Amritsar","Punjab","143006","Amritsar Nagar Nigam Worker Union, Amritsar","[31.62529,74.87866]","",""
"1033025","Garuda Mall","Joint Venture","India","Bengaluru","Karnataka","560025","Magrath Rd, Ashok Nagar, Bengaluru","[12.96978,77.61003]","",""
"1033007","Phoenix Palladium 2","Joint Venture","India","Mumbai","Maharashtra","400013","433 Veer Santaji Marg, Mumbai","[18.99551,72.82502]","",""
"1033026","Atharv Pride - Vile Parle East","Joint Venture","India","Mumbai","Maharashtra","400057","Anant Vaman Vartak Road, Mumbai","[19.09918,72.85121]","",""
"1033031","Dharampeth","Joint Venture","India","Nagpur","Maharashtra","440010","197 Cement Road, Nagpur","[21.13828,79.05818]","",""
"1033453","BLR Airport Domestic Departure","Joint Venture","India","Bengaluru","Karnataka","560300","Kempegowda International Airport Road, Bengaluru","[13.20118,77.70949]","",""
"1033834","Polo Club Road","Joint Venture","India","Udaipur","Rajasthan","313004","C101 Saheli Marg, Udaipur","[24.60531,73.68695]","",""
"1033911","Tanla","Joint Venture","India","Hyderabad","Telangana","500081","The Westin Road, Mindspace, Hyderabad","[17.44258,78.38153]","",""
